Gene_ID,DESeq2_log2FC,edgeR_log2FC,Average_log2FC,Gene name,Gene description,Gene type
ENSMUSG00000049538,0.689225008,0.68725883,0.688241919,Adamts16,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16 [Source:MGI Symbol;Acc:MGI:2429637]",protein_coding
ENSMUSG00000049571,0.45816741,0.45062991,0.45439866,Cfap46,cilia and flagella associated protein 46 [Source:MGI Symbol;Acc:MGI:2444387],protein_coding
ENSMUSG00000049649,-0.785782172,-0.794535142,-0.790158657,Gpr3,G-protein coupled receptor 3 [Source:MGI Symbol;Acc:MGI:101908],protein_coding
ENSMUSG00000049676,0.962753835,0.950384232,0.956569033,Catsperg1,cation channel sperm associated auxiliary subunit gamma 1 [Source:MGI Symbol;Acc:MGI:2443617],protein_coding
ENSMUSG00000049690,0.713731321,0.705908655,0.709819988,Nckap5,NCK-associated protein 5 [Source:MGI Symbol;Acc:MGI:2686394],protein_coding
ENSMUSG00000049717,-0.471986052,-0.477483705,-0.474734879,Lig4,"ligase IV, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:1335098]",protein_coding
ENSMUSG00000049791,-0.617445316,-0.620345182,-0.618895249,Fzd4,frizzled class receptor 4 [Source:MGI Symbol;Acc:MGI:108520],protein_coding
ENSMUSG00000050144,-0.256732129,-0.264033731,-0.26038293,Slc25a44,"solute carrier family 25, member 44 [Source:MGI Symbol;Acc:MGI:2444391]",protein_coding
ENSMUSG00000050192,-0.406827402,-0.40973047,-0.408278936,Eif5a2,eukaryotic translation initiation factor 5A2 [Source:MGI Symbol;Acc:MGI:1933735],protein_coding
ENSMUSG00000050271,-0.434680689,-0.441599949,-0.438140319,Prag1,PEAK1 related kinase activating pseudokinase 1 [Source:MGI Symbol;Acc:MGI:1196223],protein_coding
ENSMUSG00000050538,-0.356403808,-0.362911591,-0.359657699,B230217C12Rik,RIKEN cDNA B230217C12 gene [Source:MGI Symbol;Acc:MGI:1915377],protein_coding
ENSMUSG00000050541,-0.389579489,-0.396181853,-0.392880671,Adra1b,"adrenergic receptor, alpha 1b [Source:MGI Symbol;Acc:MGI:104774]",protein_coding
ENSMUSG00000050640,0.678143406,0.667119081,0.672631244,Tmem150c,transmembrane protein 150C [Source:MGI Symbol;Acc:MGI:3041258],protein_coding
ENSMUSG00000050908,0.313754439,0.306759325,0.310256882,Tvp23a,trans-golgi network vesicle protein 23A [Source:MGI Symbol;Acc:MGI:3665441],protein_coding
ENSMUSG00000050931,-0.853141551,-0.861304552,-0.857223052,Sgms2,sphingomyelin synthase 2 [Source:MGI Symbol;Acc:MGI:1921692],protein_coding
ENSMUSG00000050965,-0.29783263,-0.303160645,-0.300496637,Prkca,"protein kinase C, alpha [Source:MGI Symbol;Acc:MGI:97595]",protein_coding
ENSMUSG00000051223,-0.330663022,-0.335776568,-0.333219795,Bzw1,basic leucine zipper and W2 domains 1 [Source:MGI Symbol;Acc:MGI:1914132],protein_coding
ENSMUSG00000051331,0.436367587,0.429289763,0.432828675,Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:MGI Symbol;Acc:MGI:103013]",protein_coding
ENSMUSG00000051354,-1.119418075,-1.126444494,-1.122931285,Samd3,sterile alpha motif domain containing 3 [Source:MGI Symbol;Acc:MGI:2685469],protein_coding
ENSMUSG00000051359,-0.28557267,-0.293520826,-0.289546748,Ncald,neurocalcin delta [Source:MGI Symbol;Acc:MGI:1196326],protein_coding
ENSMUSG00000051527,0.417969623,0.409173515,0.413571569,Usp29,ubiquitin specific peptidase 29 [Source:MGI Symbol;Acc:MGI:1888998],protein_coding
ENSMUSG00000051671,0.47591223,0.467077402,0.471494816,Coa6,cytochrome c oxidase assembly factor 6 [Source:MGI Symbol;Acc:MGI:1915142],protein_coding
ENSMUSG00000051817,0.339335947,0.330476142,0.334906045,Sox12,SRY (sex determining region Y)-box 12 [Source:MGI Symbol;Acc:MGI:98360],protein_coding
ENSMUSG00000052125,0.410909517,0.405370769,0.408140143,F730043M19Rik,RIKEN cDNA F730043M19 gene [Source:MGI Symbol;Acc:MGI:2443237],lncRNA
ENSMUSG00000052397,-0.370049021,-0.379013636,-0.374531329,Ezr,ezrin [Source:MGI Symbol;Acc:MGI:98931],protein_coding
ENSMUSG00000052512,0.344657405,0.338369133,0.341513269,Nav2,neuron navigator 2 [Source:MGI Symbol;Acc:MGI:2183691],protein_coding
ENSMUSG00000052544,0.478319143,0.47235191,0.475335527,St6galnac3,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:MGI Symbol;Acc:MGI:1341828]",protein_coding
ENSMUSG00000052613,0.512623614,0.508982904,0.510803259,Pcdh15,protocadherin 15 [Source:MGI Symbol;Acc:MGI:1891428],protein_coding
ENSMUSG00000052752,0.308289025,0.299102321,0.303695673,Traf7,TNF receptor-associated factor 7 [Source:MGI Symbol;Acc:MGI:3042141],protein_coding
ENSMUSG00000052783,0.458428689,0.450719193,0.454573941,Grk4,G protein-coupled receptor kinase 4 [Source:MGI Symbol;Acc:MGI:95801],protein_coding
ENSMUSG00000052837,-1.057282423,-1.064007116,-1.06064477,Junb,jun B proto-oncogene [Source:MGI Symbol;Acc:MGI:96647],protein_coding
ENSMUSG00000052920,0.558601138,0.552228015,0.555414577,Prkg1,"protein kinase, cGMP-dependent, type I [Source:MGI Symbol;Acc:MGI:108174]",protein_coding
ENSMUSG00000053025,-0.309055696,-0.313249418,-0.311152557,Sv2b,synaptic vesicle glycoprotein 2 b [Source:MGI Symbol;Acc:MGI:1927338],protein_coding
ENSMUSG00000053263,0.442609612,0.435670632,0.439140122,Gm12592,predicted gene 12592 [Source:MGI Symbol;Acc:MGI:3649892],lncRNA
ENSMUSG00000053279,-1.023741164,-1.032889532,-1.028315348,Aldh1a1,"aldehyde dehydrogenase family 1, subfamily A1 [Source:MGI Symbol;Acc:MGI:1353450]",protein_coding
ENSMUSG00000053332,0.337046999,0.326588326,0.331817663,Gas5,growth arrest specific 5 [Source:MGI Symbol;Acc:MGI:95659],lncRNA
ENSMUSG00000053399,0.575671946,0.568599502,0.572135724,Adamts18,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18 [Source:MGI Symbol;Acc:MGI:2442600]",protein_coding
ENSMUSG00000053550,0.299180758,0.291340841,0.2952608,Shisa7,shisa family member 7 [Source:MGI Symbol;Acc:MGI:3605641],protein_coding
ENSMUSG00000053552,0.42831906,0.421912686,0.425115873,Ebf4,early B cell factor 4 [Source:MGI Symbol;Acc:MGI:2385972],protein_coding
ENSMUSG00000053560,-0.918059453,-0.925342178,-0.921700815,Ier2,immediate early response 2 [Source:MGI Symbol;Acc:MGI:104815],protein_coding
ENSMUSG00000053716,-0.291859032,-0.297299512,-0.294579272,Dusp7,dual specificity phosphatase 7 [Source:MGI Symbol;Acc:MGI:2387100],protein_coding
ENSMUSG00000053730,0.398994699,0.390038105,0.394516402,Tmem39b,transmembrane protein 39b [Source:MGI Symbol;Acc:MGI:2682939],protein_coding
ENSMUSG00000053846,-0.721781111,-0.730683077,-0.726232094,Lipg,"lipase, endothelial [Source:MGI Symbol;Acc:MGI:1341803]",protein_coding
ENSMUSG00000054263,-0.407623023,-0.411259919,-0.409441471,Lifr,LIF receptor alpha [Source:MGI Symbol;Acc:MGI:96788],protein_coding
ENSMUSG00000054404,-0.667106481,-0.672765708,-0.669936095,Slfn5,schlafen 5 [Source:MGI Symbol;Acc:MGI:1329004],protein_coding
ENSMUSG00000054459,-0.318711268,-0.324246014,-0.321478641,Vsnl1,visinin-like 1 [Source:MGI Symbol;Acc:MGI:1349453],protein_coding
ENSMUSG00000054733,0.586571378,0.580481376,0.583526377,Msra,methionine sulfoxide reductase A [Source:MGI Symbol;Acc:MGI:106916],protein_coding
ENSMUSG00000054885,0.86936473,0.863170747,0.866267738,4930578G10Rik,RIKEN cDNA 4930578G10 gene [Source:MGI Symbol;Acc:MGI:1923202],protein_coding
ENSMUSG00000054958,-0.599554387,-0.602176571,-0.600865479,Nt5c1a,"5'-nucleotidase, cytosolic IA [Source:MGI Symbol;Acc:MGI:2155700]",protein_coding
ENSMUSG00000055067,0.357722469,0.350451048,0.354086758,Smyd3,SET and MYND domain containing 3 [Source:MGI Symbol;Acc:MGI:1916976],protein_coding
ENSMUSG00000055078,-0.430999308,-0.436066748,-0.433533028,Gabra5,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5 [Source:MGI Symbol;Acc:MGI:95617]",protein_coding
ENSMUSG00000055148,-0.700372863,-0.707583071,-0.703977967,Klf2,Kruppel-like factor 2 (lung) [Source:MGI Symbol;Acc:MGI:1342772],protein_coding
ENSMUSG00000055523,-0.664092851,-0.671737738,-0.667915295,Gucy2g,guanylate cyclase 2g [Source:MGI Symbol;Acc:MGI:106025],protein_coding
ENSMUSG00000055632,0.707506613,0.699534075,0.703520344,Hmcn2,hemicentin 2 [Source:MGI Symbol;Acc:MGI:2677838],protein_coding
ENSMUSG00000055761,0.525247722,0.519697998,0.52247286,Nkain3,Na+/K+ transporting ATPase interacting 3 [Source:MGI Symbol;Acc:MGI:2444830],protein_coding
ENSMUSG00000055782,-0.4486903,-0.452119329,-0.450404814,Abcd2,"ATP-binding cassette, sub-family D (ALD), member 2 [Source:MGI Symbol;Acc:MGI:1349467]",protein_coding
ENSMUSG00000055866,-0.517982666,-0.526209375,-0.52209602,Per2,period circadian clock 2 [Source:MGI Symbol;Acc:MGI:1195265],protein_coding
ENSMUSG00000056185,0.28149577,0.272622309,0.27705904,Snx32,sorting nexin 32 [Source:MGI Symbol;Acc:MGI:2444704],protein_coding
ENSMUSG00000056458,0.565842439,0.558673039,0.562257739,Mok,MOK protein kinase [Source:MGI Symbol;Acc:MGI:1336881],protein_coding
ENSMUSG00000056486,-0.322026059,-0.327665469,-0.324845764,Chn1,chimerin 1 [Source:MGI Symbol;Acc:MGI:1915674],protein_coding
ENSMUSG00000056492,-0.56065939,-0.561858932,-0.561259161,Adgrf5,adhesion G protein-coupled receptor F5 [Source:MGI Symbol;Acc:MGI:2182928],protein_coding
ENSMUSG00000056508,0.558437956,0.548327619,0.553382787,1700001K19Rik,RIKEN cDNA 1700001K19 gene [Source:MGI Symbol;Acc:MGI:1913573],protein_coding
ENSMUSG00000056665,-0.371532237,-0.381942994,-0.376737615,Them6,thioesterase superfamily member 6 [Source:MGI Symbol;Acc:MGI:1925301],protein_coding
ENSMUSG00000056708,-0.427537923,-0.436808477,-0.4321732,Ier5,immediate early response 5 [Source:MGI Symbol;Acc:MGI:1337072],protein_coding
ENSMUSG00000056724,0.511501292,0.504154333,0.507827812,Nbeal2,neurobeachin-like 2 [Source:MGI Symbol;Acc:MGI:2448554],protein_coding
ENSMUSG00000056899,0.440923046,0.434155898,0.437539472,Immp2l,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2135611],protein_coding
ENSMUSG00000057134,-0.327703536,-0.332750337,-0.330226937,Ado,2-aminoethanethiol (cysteamine) dioxygenase [Source:MGI Symbol;Acc:MGI:2685083],protein_coding
ENSMUSG00000057359,0.438669601,0.432444441,0.435557021,Gm17494,"predicted gene, 17494 [Source:MGI Symbol;Acc:MGI:4937128]",lncRNA
ENSMUSG00000057378,0.463662634,0.459892941,0.461777788,Ryr3,ryanodine receptor 3 [Source:MGI Symbol;Acc:MGI:99684],protein_coding
ENSMUSG00000057672,0.349824575,0.342498502,0.346161538,Pkn1,protein kinase N1 [Source:MGI Symbol;Acc:MGI:108022],protein_coding
ENSMUSG00000057722,-0.716757408,-0.720327006,-0.718542207,Lepr,leptin receptor [Source:MGI Symbol;Acc:MGI:104993],protein_coding
ENSMUSG00000058145,0.444126438,0.437794563,0.440960501,Adamts17,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17 [Source:MGI Symbol;Acc:MGI:3588195]",protein_coding
ENSMUSG00000058159,0.543424386,0.536179789,0.539802087,T2,brachyury 2 [Source:MGI Symbol;Acc:MGI:104658],protein_coding
ENSMUSG00000058246,0.481058655,0.475606026,0.478332341,Gm10037,predicted gene 10037 [Source:MGI Symbol;Acc:MGI:3645096],protein_coding
ENSMUSG00000058488,-2.368930766,-2.381543366,-2.375237066,Kl,klotho [Source:MGI Symbol;Acc:MGI:1101771],protein_coding
ENSMUSG00000058624,-0.295445254,-0.301216486,-0.29833087,Gda,guanine deaminase [Source:MGI Symbol;Acc:MGI:95678],protein_coding
ENSMUSG00000058740,0.324106738,0.315558519,0.319832629,Kcnt1,"potassium channel, subfamily T, member 1 [Source:MGI Symbol;Acc:MGI:1924627]",protein_coding
ENSMUSG00000059203,0.481942211,0.477958032,0.479950122,Il1rapl2,interleukin 1 receptor accessory protein-like 2 [Source:MGI Symbol;Acc:MGI:1913106],protein_coding
ENSMUSG00000059326,0.534426542,0.52351401,0.528970276,Csf2ra,"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339754]",protein_coding
ENSMUSG00000059602,0.372990194,0.366154497,0.369572345,Syn3,synapsin III [Source:MGI Symbol;Acc:MGI:1351334],protein_coding
ENSMUSG00000059891,1.054978213,1.044818736,1.049898474,Tsks,testis-specific serine kinase substrate [Source:MGI Symbol;Acc:MGI:1347560],protein_coding
ENSMUSG00000059900,-0.916249472,-0.920400928,-0.9183252,Tmem40,transmembrane protein 40 [Source:MGI Symbol;Acc:MGI:2137870],protein_coding
ENSMUSG00000059939,0.318944404,0.313139371,0.316041888,9430015G10Rik,RIKEN cDNA 9430015G10 gene [Source:MGI Symbol;Acc:MGI:2444364],protein_coding
ENSMUSG00000060275,0.614129374,0.606310832,0.610220103,Nrg2,neuregulin 2 [Source:MGI Symbol;Acc:MGI:1098246],protein_coding
ENSMUSG00000060671,0.274361377,0.267297888,0.270829633,Atp8b2,"ATPase, class I, type 8B, member 2 [Source:MGI Symbol;Acc:MGI:1859660]",protein_coding
ENSMUSG00000060924,0.508702358,0.504662347,0.506682353,Csmd1,CUB and Sushi multiple domains 1 [Source:MGI Symbol;Acc:MGI:2137383],protein_coding
ENSMUSG00000061086,-0.611273647,-0.621022805,-0.616148226,Myl4,"myosin, light polypeptide 4 [Source:MGI Symbol;Acc:MGI:97267]",protein_coding
ENSMUSG00000061207,0.291773293,0.283948361,0.287860827,Stk19,serine/threonine kinase 19 [Source:MGI Symbol;Acc:MGI:1860085],protein_coding
ENSMUSG00000061802,-0.7074823,-0.711516477,-0.709499388,Armc4,armadillo repeat containing 4 [Source:MGI Symbol;Acc:MGI:1922184],protein_coding
ENSMUSG00000062098,-0.500640518,-0.505237749,-0.502939134,Btbd3,BTB (POZ) domain containing 3 [Source:MGI Symbol;Acc:MGI:2385155],protein_coding
ENSMUSG00000062190,-0.387217281,-0.392599191,-0.389908236,Lancl2,LanC (bacterial lantibiotic synthetase component C)-like 2 [Source:MGI Symbol;Acc:MGI:1919085],protein_coding
ENSMUSG00000062372,0.404361129,0.3956451,0.400003114,Otof,otoferlin [Source:MGI Symbol;Acc:MGI:1891247],protein_coding
ENSMUSG00000062590,0.274742076,0.267406955,0.271074516,Armc9,armadillo repeat containing 9 [Source:MGI Symbol;Acc:MGI:1926045],protein_coding
ENSMUSG00000062866,-0.39807397,-0.404496182,-0.401285076,Phactr2,phosphatase and actin regulator 2 [Source:MGI Symbol;Acc:MGI:2446138],protein_coding
ENSMUSG00000062991,0.543459177,0.538458928,0.540959052,Nrg1,neuregulin 1 [Source:MGI Symbol;Acc:MGI:96083],protein_coding
ENSMUSG00000063296,0.536979941,0.530893676,0.533936809,Tmem117,transmembrane protein 117 [Source:MGI Symbol;Acc:MGI:2444580],protein_coding
ENSMUSG00000063317,-0.31839505,-0.321834239,-0.320114645,Usp31,ubiquitin specific peptidase 31 [Source:MGI Symbol;Acc:MGI:1923429],protein_coding
ENSMUSG00000063354,-2.140526185,-2.135342216,-2.137934201,Slc39a4,"solute carrier family 39 (zinc transporter), member 4 [Source:MGI Symbol;Acc:MGI:1919277]",protein_coding
ENSMUSG00000063446,0.338224621,0.33191562,0.33507012,Plppr1,phospholipid phosphatase related 1 [Source:MGI Symbol;Acc:MGI:2445015],protein_coding
ENSMUSG00000063511,0.33574768,0.325019117,0.330383398,Snrnp70,small nuclear ribonucleoprotein 70 (U1) [Source:MGI Symbol;Acc:MGI:98341],protein_coding
ENSMUSG00000063564,0.723972083,0.714446456,0.719209269,Col23a1,"collagen, type XXIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2653243]",protein_coding
ENSMUSG00000063600,0.782124249,0.777212623,0.779668436,Egfem1,EGF-like and EMI domain containing 1 [Source:MGI Symbol;Acc:MGI:1922990],protein_coding
ENSMUSG00000063632,0.497620455,0.490283405,0.49395193,Sox11,SRY (sex determining region Y)-box 11 [Source:MGI Symbol;Acc:MGI:98359],protein_coding
ENSMUSG00000063659,-0.250522063,-0.256442436,-0.25348225,Zbtb18,zinc finger and BTB domain containing 18 [Source:MGI Symbol;Acc:MGI:1353609],protein_coding
ENSMUSG00000063796,-0.497269439,-0.508094022,-0.502681731,Slc22a8,"solute carrier family 22 (organic anion transporter), member 8 [Source:MGI Symbol;Acc:MGI:1336187]",protein_coding
ENSMUSG00000063873,-0.269553115,-0.277949271,-0.273751193,Slc24a3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 [Source:MGI Symbol;Acc:MGI:2137513]",protein_coding
ENSMUSG00000063919,0.57664911,0.571494046,0.574071578,Srrm4,serine/arginine repetitive matrix 4 [Source:MGI Symbol;Acc:MGI:1916205],protein_coding
ENSMUSG00000064043,0.372465325,0.365092564,0.368778945,Trerf1,transcriptional regulating factor 1 [Source:MGI Symbol;Acc:MGI:2442086],lncRNA
ENSMUSG00000064329,-0.528190674,-0.528363759,-0.528277217,Scn1a,"sodium channel, voltage-gated, type I, alpha [Source:MGI Symbol;Acc:MGI:98246]",protein_coding
ENSMUSG00000064367,-0.404352046,-0.405564613,-0.40495833,mt-Nd5,mitochondrially encoded NADH dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:102496],protein_coding
ENSMUSG00000066189,-0.300652846,-0.307091226,-0.303872036,Cacng3,"calcium channel, voltage-dependent, gamma subunit 3 [Source:MGI Symbol;Acc:MGI:1859165]",protein_coding
ENSMUSG00000066442,0.577970441,0.569788641,0.573879541,Mthfs,"5, 10-methenyltetrahydrofolate synthetase [Source:MGI Symbol;Acc:MGI:1340032]",protein_coding
ENSMUSG00000066647,-0.269512391,-0.276541724,-0.273027057,Gm5113,predicted gene 5113 [Source:MGI Symbol;Acc:MGI:3644651],transcribed_unprocessed_pseudogene
ENSMUSG00000066797,-0.71507405,-0.720068797,-0.717571424,Zfp648,zinc finger protein 648 [Source:MGI Symbol;Acc:MGI:2685049],protein_coding
ENSMUSG00000066952,0.822947885,0.810775168,0.816861527,Myo1h,myosin 1H [Source:MGI Symbol;Acc:MGI:1914674],protein_coding
ENSMUSG00000066975,1.010505511,0.999386487,1.004945999,Cryba4,"crystallin, beta A4 [Source:MGI Symbol;Acc:MGI:102716]",protein_coding
ENSMUSG00000067567,0.38448936,0.376394852,0.380442106,Hdac8,histone deacetylase 8 [Source:MGI Symbol;Acc:MGI:1917565],protein_coding
ENSMUSG00000067578,-0.503522441,-0.512804328,-0.508163384,Cbln4,cerebellin 4 precursor protein [Source:MGI Symbol;Acc:MGI:2154433],protein_coding
ENSMUSG00000067594,0.475289093,0.464957133,0.470123113,Krt77,keratin 77 [Source:MGI Symbol;Acc:MGI:3588209],protein_coding
ENSMUSG00000067795,0.93219371,0.92613811,0.92916591,4930444P10Rik,RIKEN cDNA 4930444P10 gene [Source:MGI Symbol;Acc:MGI:1923049],protein_coding
ENSMUSG00000067889,-0.29451667,-0.298268212,-0.296392441,Sptbn2,"spectrin beta, non-erythrocytic 2 [Source:MGI Symbol;Acc:MGI:1313261]",protein_coding
ENSMUSG00000068151,0.422386958,0.41861239,0.420499674,A230006K03Rik,RIKEN cDNA A230006K03 gene [Source:MGI Symbol;Acc:MGI:3644205],lncRNA
ENSMUSG00000068196,-1.069825459,-1.081320874,-1.075573167,Col8a1,"collagen, type VIII, alpha 1 [Source:MGI Symbol;Acc:MGI:88463]",protein_coding
ENSMUSG00000068323,-3.20983789,-3.217113357,-3.213475623,Slc4a5,"solute carrier family 4, sodium bicarbonate cotransporter, member 5 [Source:MGI Symbol;Acc:MGI:2443220]",protein_coding
ENSMUSG00000068744,0.576860041,0.566813744,0.571836892,Psrc1,proline/serine-rich coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1913099],protein_coding
ENSMUSG00000068747,-0.455374522,-0.46025213,-0.457813326,Sort1,sortilin 1 [Source:MGI Symbol;Acc:MGI:1338015],protein_coding
ENSMUSG00000069670,0.430414849,0.423629309,0.427022079,Nkain2,Na+/K+ transporting ATPase interacting 2 [Source:MGI Symbol;Acc:MGI:1923447],protein_coding
ENSMUSG00000069727,0.447479429,0.43955751,0.44351847,Zfp975,zinc finger protein 975 [Source:MGI Symbol;Acc:MGI:3648690],protein_coding
ENSMUSG00000069833,-0.423686708,-0.429486576,-0.426586642,Ahnak,AHNAK nucleoprotein (desmoyokin) [Source:MGI Symbol;Acc:MGI:1316648],protein_coding
ENSMUSG00000070044,-0.389946161,-0.395709427,-0.392827794,Fam149a,"family with sequence similarity 149, member A [Source:MGI Symbol;Acc:MGI:2387177]",protein_coding
ENSMUSG00000070427,0.456663522,0.448018321,0.452340922,Il18bp,interleukin 18 binding protein [Source:MGI Symbol;Acc:MGI:1333800],protein_coding
ENSMUSG00000070576,-0.277457485,-0.284730428,-0.281093956,Mn1,meningioma 1 [Source:MGI Symbol;Acc:MGI:1261813],protein_coding
ENSMUSG00000070639,-0.504662484,-0.506092913,-0.505377699,Lrrc8b,"leucine rich repeat containing 8 family, member B [Source:MGI Symbol;Acc:MGI:2141353]",protein_coding
ENSMUSG00000070808,0.464255682,0.455020159,0.45963792,Bicra,BRD4 interacting chromatin remodeling complex associated protein [Source:MGI Symbol;Acc:MGI:2154263],protein_coding
ENSMUSG00000070880,-0.463568323,-0.469663652,-0.466615987,Gad1,glutamate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:95632],protein_coding
ENSMUSG00000071341,-1.357449216,-1.366549681,-1.361999448,Egr4,early growth response 4 [Source:MGI Symbol;Acc:MGI:99252],protein_coding
ENSMUSG00000071424,0.452680775,0.446825547,0.449753161,Grid2,"glutamate receptor, ionotropic, delta 2 [Source:MGI Symbol;Acc:MGI:95813]",protein_coding
ENSMUSG00000071855,0.38765888,0.379812029,0.383735455,Ccdc112,coiled-coil domain containing 112 [Source:MGI Symbol;Acc:MGI:1918800],protein_coding
ENSMUSG00000071984,0.566099558,0.558115657,0.562107607,Fndc1,fibronectin type III domain containing 1 [Source:MGI Symbol;Acc:MGI:1915905],protein_coding
ENSMUSG00000072568,-0.551408063,-0.558892008,-0.555150035,Lratd2,LRAT domain containing 1 [Source:MGI Symbol;Acc:MGI:3026924],protein_coding
ENSMUSG00000072572,0.553300398,0.543187147,0.548243772,Slc39a2,"solute carrier family 39 (zinc transporter), member 2 [Source:MGI Symbol;Acc:MGI:2684326]",protein_coding
ENSMUSG00000072591,-0.986157956,-0.995050472,-0.990604214,Fzd10os,"frizzled class receptor 10, opposite strand [Source:MGI Symbol;Acc:MGI:2442398]",lncRNA
ENSMUSG00000072770,0.564647729,0.555873162,0.560260446,Acrbp,proacrosin binding protein [Source:MGI Symbol;Acc:MGI:1859515],protein_coding
ENSMUSG00000073418,0.697559732,0.686942602,0.692251167,C4b,complement component 4B (Chido blood group) [Source:MGI Symbol;Acc:MGI:88228],protein_coding
ENSMUSG00000073888,0.311774834,0.30276767,0.307271252,Ccl27a,chemokine (C-C motif) ligand 27A [Source:MGI Symbol;Acc:MGI:1343459],protein_coding
ENSMUSG00000074264,0.331176437,0.326939805,0.329058121,Amy1,"amylase 1, salivary [Source:MGI Symbol;Acc:MGI:88019]",protein_coding
ENSMUSG00000074743,-0.393364413,-0.40245112,-0.397907767,Thbd,thrombomodulin [Source:MGI Symbol;Acc:MGI:98736],protein_coding
ENSMUSG00000074793,-0.50158458,-0.507261403,-0.504422991,Hspa12b,heat shock protein 12B [Source:MGI Symbol;Acc:MGI:1919880],protein_coding
ENSMUSG00000074872,0.640297267,0.627943914,0.63412059,Ctxn2,cortexin 2 [Source:MGI Symbol;Acc:MGI:2139444],protein_coding
ENSMUSG00000075254,-0.564380655,-0.566809469,-0.565595062,Heg1,heart development protein with EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:1924696],protein_coding
ENSMUSG00000075270,-0.455081945,-0.463366521,-0.459224233,Pde11a,phosphodiesterase 11A [Source:MGI Symbol;Acc:MGI:3036251],protein_coding
ENSMUSG00000075318,-1.75621715,-1.759212964,-1.757715057,Scn2a,"sodium channel, voltage-gated, type II, alpha [Source:MGI Symbol;Acc:MGI:98248]",protein_coding
ENSMUSG00000075410,0.637837458,0.627995081,0.632916269,Prcd,photoreceptor disc component [Source:MGI Symbol;Acc:MGI:3649529],protein_coding
ENSMUSG00000075585,-0.338156508,-0.344365373,-0.34126094,6330403L08Rik,RIKEN cDNA 6330403L08 gene [Source:MGI Symbol;Acc:MGI:1917994],lncRNA
ENSMUSG00000075707,1.631203525,1.612911553,1.622057539,Dio3,"deiodinase, iodothyronine type III [Source:MGI Symbol;Acc:MGI:1306782]",protein_coding
ENSMUSG00000076617,-0.880755444,-0.887923314,-0.884339379,Ighm,immunoglobulin heavy constant mu [Source:MGI Symbol;Acc:MGI:96448],IG_C_gene
ENSMUSG00000078143,0.890693903,0.880366993,0.885530448,Gm17344,"predicted gene, 17344 [Source:MGI Symbol;Acc:MGI:4936978]",lncRNA
ENSMUSG00000078234,-0.78688883,-0.793070484,-0.789979657,Klhdc7a,kelch domain containing 7A [Source:MGI Symbol;Acc:MGI:2444612],protein_coding
ENSMUSG00000078307,-0.32781582,-0.331794371,-0.329805095,AI593442,expressed sequence AI593442 [Source:MGI Symbol;Acc:MGI:2143099],protein_coding
ENSMUSG00000078451,0.383112762,0.376740715,0.379926738,Ppil6,peptidylprolyl isomerase (cyclophilin)-like 6 [Source:MGI Symbol;Acc:MGI:1920325],protein_coding
ENSMUSG00000078486,0.511584787,0.502897261,0.507241024,Perm1,"PPARGC1 and ESRR induced regulator, muscle 1 [Source:MGI Symbol;Acc:MGI:1921433]",protein_coding
ENSMUSG00000078490,0.479446132,0.470391235,0.474918683,Cfap74,cilia and flagella associated protein 74 [Source:MGI Symbol;Acc:MGI:1917130],protein_coding
ENSMUSG00000078566,-0.417444018,-0.424276267,-0.420860142,Bnip3,BCL2/adenovirus E1B interacting protein 3 [Source:MGI Symbol;Acc:MGI:109326],protein_coding
ENSMUSG00000079157,0.457939281,0.45141716,0.45467822,Fam155a,"family with sequence similarity 155, member A [Source:MGI Symbol;Acc:MGI:2142765]",protein_coding
ENSMUSG00000079177,0.457765014,0.454409013,0.456087013,Fam228a,"family with sequence similarity 228, member A [Source:MGI Symbol;Acc:MGI:1922105]",protein_coding
ENSMUSG00000079467,0.51720358,0.50745704,0.51233031,Gm14966,predicted gene 14966 [Source:MGI Symbol;Acc:MGI:3705223],lncRNA
ENSMUSG00000079657,0.43752458,0.425821744,0.431673162,Rab26,"RAB26, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2443284]",protein_coding
ENSMUSG00000080316,0.359907898,0.353346222,0.35662706,Spaca6,sperm acrosome associated 6 [Source:MGI Symbol;Acc:MGI:1922452],protein_coding
